artist_name,artist_genre,artist_img,artist_id,artist_country
William Butler Yeats,poetry,https://i.scdn.co/image/ab67616d0000b2738bf278d5f55bf847b3c5cced,6z99YIGDMuMBXrhiEjd5vQ,Ireland
Wizard Eyes,Unknown,https://i.scdn.co/image/ab67616d0000b2739551543234af8a1f2ca7868e,6iqGpPcnMWEqSmhyQGDiY4,United States
ALEOS,Unknown,https://i.scdn.co/image/ab6761610000e5eb1b23afd1a91970c1e91e698f,6SyQXYRGYdtev8UfHHMXFI,United States
Ewa Lodzik,Unknown,https://i.scdn.co/image/ab6761610000e5eb31e67eee66df7c7e02713eb3,2F5PoTmd7ghAUbt2gjDlm6,France
vProjekt,Unknown,,00XQ6D8cWcfFbUNI9ctkmZ,Australia
前川陽子,Unknown,,6jthsP9pciBAA9JhNuUUzC,Japan
Avindale,Unknown,https://i.scdn.co/image/ab6761610000e5ebc3d6410e8d9a8b8484775e16,5jey9UVi4WDCNnIMFGyuhg,United States
Blodulv,Unknown,https://i.scdn.co/image/ab6761610000e5ebcad8e280b4ceb1e8e6c2c460,30YbTy31EI1QfPMR4ZqxYy,Sweden
Carlos Fauvrelle & Peter Bailey,Unknown,,7y2n63lEhfC0FNWBrFZbEp,Portugal
Christina Eaton,Unknown,https://i.scdn.co/image/ab67616d0000b273492d11d68460eea87c29adc7,11lQ2jxX9TudHdUqHJQNYd,United Kingdom
DIAKOVA,ukrainian post-punk,,78y114v63K1YSp7O2lMVrU,Ukraine
Drecksau,black sludge,https://i.scdn.co/image/ab67616d0000b273fcab8415ba389425553b3c0d,4FxuiZuuAbPQxtHYflnthE,Germany
Jeffrey Tate,orchestral performance,https://i.scdn.co/image/762c8f308e47a78f63a7ad41fb94bd49d81252ae,08C4m48uN8PsFIPgTS1KqK,United States
Joan Tena,spanish pop rock,https://i.scdn.co/image/ab6761610000e5eb86c3970e2990527435eabb5f,5CveJBKE3pLXKO4hkfm2jI,Spain
Kuxan Suum,Unknown,https://i.scdn.co/image/ab67616d0000b27394d653b1013021cfa2d5b68a,4iGii94UpYJjGqnU4aZyVN,United States
Los Donneños,Unknown,https://i.scdn.co/image/ab67616d0000b27377029f1839a49554b2a37ed9,7b8TcyHOg1IKmDduDx3nmT,United States
Melvyn Tan,historical keyboard,https://i.scdn.co/image/3d9d10c477774dd59ebc2d18d60d3b174b2e1f85,2c632BS7iYPattjqz3UsXU,United Kingdom
Nightmare Fortress,Unknown,https://i.scdn.co/image/ab67616d0000b273dcf058ea98d03e0091cd8104,7Gs9gSD7xuIYW4MP0mNtyE,United States
Roger Wilcock & The London Fox Players,Unknown,https://i.scdn.co/image/ab67616d0000b2737a7a13e0fb688a274339781c,0T2KNkaU6vheiAwKDyUf0H,United States
The Brass Ring,easy listening,https://i.scdn.co/image/ab67616d0000b273d77b9ea3a99c2145b493b65e,4ZTxcROH7Yypq9ZSVSDpag,United States
Alla Rakha,"hindustani classical, hindustani instrumental, indian classical, tabla",https://i.scdn.co/image/ab67616d0000b2733ca92d6ccc1c64b93a3d25a1,5Y99HxXDOgGQ6diwjV7HDj,India
CTPLR,Unknown,https://i.scdn.co/image/ab6761610000e5ebf2e370c03ff73a227ff17282,4nSXuH5zntrsotfgKVUo8K,Malaysia
Drew Nelson,canadian singer-songwriter,https://i.scdn.co/image/4caac88499b06374b53c629a1dc086686d8c7a3a,13GiHtSkgJoK34CWGjB9ia,United States
Franco De Gemini,vintage italian soundtrack,https://i.scdn.co/image/ab67616d0000b27347a9a0c8ddbf9e38c15e0d22,0tpjj5HzqYjQ8zsuvEQBxa,Italy
Into the Void,Unknown,https://i.scdn.co/image/ab6761610000e5ebe6600f2e37367b7599bac08f,0I8ofuI1nfdEULCGq7J3Qn,New Zealand
Lance Ferguson,retro soul,https://i.scdn.co/image/ab6761610000e5ebbcb2025cffb2f1c18cc93d94,6dbQYrMbGorwsvnVCDb9ua,New Zealand
Mont Analogue,Unknown,https://i.scdn.co/image/ab6761610000e5eb1d29d503039f31514f469818,2CXpzGc3jgo1bBk6A4mxcn,France
Mount Analogue,Unknown,https://i.scdn.co/image/ab6761610000e5eb9c0b4c82b07d679c31dbe186,0JMa35vbGZ1Cnsykmh9utj,United Kingdom
